species	animal	sp_common	bird_ID	captive_status	sex	Location	Food_deprivation_time	Shyness	Neophobia	tPS1234	lPS1234	tDetour_reaching	lDetour_reaching	tLearning	lLearning	tReversal_learning	lReversal_learning	Bodyweight	Relative_brain_size	Call_rep	lCall_rep	Song_rep	lSong_rep	SongCall_rep	lSongCall_rep	VLC	VLTnum	OCnum	OCsongnum	Mnum	VLT
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	37	wild	M	Condo	1.167	0.867086833	0.096762667	3.5	0.544	34	1.531	24	1.38	38	1.58	1.025	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	38	wild	M	Trail	1.17	1.461468219	0.119144496	4.75	0.677	15	1.176	15	1.176	30	1.477	1.041	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	39	wild	M	Cage wash	1.173	0.986965603	0.410827271	4	0.602	11	1.041	18	1.255	38	1.58	1.037	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	41	wild	M	Cage wash	1.158	1.162904294	-0.083723047	3.5	0.544	22	1.342	13	1.114	29	1.462	1.049	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	44	wild	M	Cage wash	1.155	1.897903661	0.359315249	7	0.845	8	0.903	11	1.041	41	1.613	0.996	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	47	wild	M	Cage wash	1.158	1.391456939	0.493488722	3.25	0.512	14	1.146	16	1.204	30	1.477	1.045	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	50	wild	M	Campus field	1.152	1.843707975	0.741990389	3.5	0.544	14	1.146	10	1	25	1.398	1.053	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Spizella_passerina	Spizella_passerina	Chipping sparrow	52	wild	M	Campus field	1.137	1.434026387	0.135089064	11	1.041	7	0.845	12	1.079	18	1.255	1.09	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	53	wild	M	Campus field	1.14	1.817466343	0.253265079	6	0.778	12	1.079	19	1.279	29	1.462	1.072	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Spizella_passerina	Spizella_passerina	Chipping sparrow	54	wild	M	L-shaped field	1.149	1.717635328	-0.05953733	11	1.041	10	1	7	0.845	29	1.462	1.093	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Spizella_passerina	Spizella_passerina	Chipping sparrow	56	wild	M	Campus field	1.149	1.419711506	-0.035578208	11	1.041	7	0.845	13	1.114	101	2.004	1.093	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	57	wild	M	Campus field	1.14	1.469751019	-0.043466912	1.75	0.243	10	1	8	0.903	41	1.613	1.083	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Spizella_passerina	Spizella_passerina	Chipping sparrow	58	wild	M	Campus field	1.149	1.757099375	-0.060347671	9.25	0.966	17	1.23	31	1.491	62	1.792	1.076	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Spizella_passerina	Spizella_passerina	Chipping sparrow	59	wild	M	Campus field	1.143	1.231495525	0.486506228	10.75	1.031	7	0.845	13	1.114	27	1.431	1.097	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Spizella_passerina	Spizella_passerina	Chipping sparrow	61	wild	M	Campus field	1.149	2.019449497	-0.310939106	10.75	1.031	10	1	8	0.903	24	1.38	1.114	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	64	wild	M	Trail	1.134	1.082064312	0.29551831	7.25	0.86	13	1.114	11	1.041	79	1.898	1.072	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	65	wild	M	Condo	1.134	1.158028873	0.002041784	6.5	0.813	25	1.398	61	1.785	97	1.987	1.049	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	66	wild	M	Trail	1.137	1.184839676	0.229629761	7.25	0.86	9	0.954	43	1.633	73	1.863	1.037	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	67	wild	M	L-shaped field	1.13	1.209183461	0.421080128	6.75	0.829	7	0.845	24	1.38	86	1.934	1.041	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	70	wild	M	Cage wash	1.121	1.62229549	-0.105462205	9.25	0.966	8	0.903	27	1.431	75	1.875	0.987	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Troglodytes_aedon	Troglodytes_aedon	House wren	75	wild	M	Trail	1.13	2.037262756	0.423178848	11	1.041	15	1.176	44	1.643	71	1.851	0.996	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Carduelis_tristis	Carduelis_tristis	American goldfinch	76	wild	M	Condo	1.149	1.063386746	0.162113977	3.5	0.544	8	0.903	12	1.079	12	1.079	1.124	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	77	wild	M	Condo	1.149	1.287122273	0.200347153	6.25	0.796	9	0.954	15	1.176	17	1.23	1.114	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	79	wild	M	Trail	1.149	1.824894528	0.157224918	11	1.041	16	1.204	11	1.041	20	1.301	1.114	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	80	wild	M	Lake	1.152	1.58553117	0.674803651	3.5	0.544	11	1.041	7	0.845	21	1.322	1.086	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	81	wild	M	Condo	1.158	1.438502347	0.016777734	9.25	0.966	7	0.845	8	0.903	13	1.114	1.13	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	83	wild	M	Cage wash	1.161	1.767215875	0.20990538	4.75	0.677	11	1.041	15	1.176	20	1.301	1.107	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	84	wild	M	Condo	1.167	1.473795531	0.599995044	4.33	0.636	8	0.903	10	1	30	1.477	1.134	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	85	wild	M	Condo	1.17	1.310388566	0.073346297	6.5	0.813	12	1.079	11	1.041	20	1.301	1.173	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	87	wild	M	Trail	1.164	1.332481102	0.76914109	5.5	0.74	9	0.954	13	1.114	49	1.69	1.072	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	89	wild	M	Cage wash	1.167	1.568901108	0.632986951	4	0.602	14	1.146	26	1.415	14	1.146	1.076	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	91	wild	M	Cage wash	1.167	1.712970149	0.215984655	3	0.477	7	0.845	21	1.322	23	1.362	1.076	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	93	wild	M	Condo	1.176	1.26303973	0.26176299	11	1.041	17	1.23	24	1.38	11	1.041	1.14	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	94	wild	M	Campus field	1.167	2.235418225	0.261642106	8.5	0.929	19	1.279	13	1.114	11	1.041	1.161	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	98	wild	M	Cage wash	1.146	1.475900708	0.692077679	8.75	0.942	9	0.954	8	0.903	14	1.146	1.124	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Spizella_passerina	Spizella_passerina	Chipping sparrow	101	wild	M	Condo	1.134	2.479764099	0.048331946	11	1.041	7	0.845	17	1.23	35	1.544	1.076	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Spizella_passerina	Spizella_passerina	Chipping sparrow	104	wild	M	Condo	1.124	1.716569752	0.676285679	11	1.041	7	0.845	11	1.041	13	1.114	1.083	-0.126	3	0.477	1	0.301	4	0.602	-1.52015897	2	0	0	0	Closed
Carduelis_tristis	Carduelis_tristis	American goldfinch	106	wild	M	Condo	1.137	1.755330522	0.057700312	3.75	0.574	12	1.079	11	1.041	17	1.23	1.107	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Troglodytes_aedon	Troglodytes_aedon	House wren	109	wild	M	L-shaped field	1.117	1.325931612	0.243356042	11	1.041	7	0.845	27	1.431	55	1.74	1.041	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Carduelis_tristis	Carduelis_tristis	American goldfinch	110	wild	M	Campus field	1.124	1.810367448	0.079659446	5.5	0.74	10	1	11	1.041	12	1.079	1.076	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Troglodytes_aedon	Troglodytes_aedon	House wren	111	wild	M	Campus field	1.121	1.099464371	0.394285988	8.25	0.916	14	1.146	31	1.491	45	1.653	1.053	0.008	3	0.477	30	1.491	33	1.519	-0.36674707	2	0	0	0	Closed
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	113	wild	M	L-shaped field	1.155	1.517118882	0.345069444	7.25	0.86	9	0.954	10	1	9	0.954	1.041	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Carduelis_tristis	Carduelis_tristis	American goldfinch	114	wild	M	Condo	1.167	1.695353171	0.214238376	8.5	0.929	13	1.114	10	1	12	1.079	1.127	-0.085	5	0.699	2	0.477	7	0.845	-0.01176018	3	1	0	0	Open
Parus_atricapillus	Parus_atricapillus	Black-capped chickadee	116	wild	M	Lake	1.155	1.637848622	0.599752329	4.5	0.653	21	1.322	13	1.114	25	1.398	1.025	0.295	374	2.573	3.5	0.653	377.5	2.577	2.16676699	3	1	0	0	Open
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	118	dom	M	Captive	1.199	0.88492581	1.10564746	11	1.041	7	0.845	17	1.23	20	1.301	1.114	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	119	dom	M	Captive	1.204	0.688730352	1.545557754	9.25	0.966	7	0.845	23	1.362	39	1.591	1.164	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	120	dom	M	Captive	1.199	0.775092636	0.746412743	6.25	0.796	13	1.114	18	1.255	35	1.544	1.107	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	121	dom	M	Captive	1.201	0.798228938	0.685698249	7.75	0.889	7	0.845	17	1.23	33	1.519	1.13	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	122	dom	M	Captive	1.204	0.717674114	0.915499196	11	1.041	10	1	15	1.176	29	1.462	1.152	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	123	dom	M	Captive	1.201	0.957687253	1.07637017	6	0.778	7	0.845	21	1.322	49	1.69	1.134	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	124	dom	M	Captive	1.199	0.711468219	0.678148922	10	1	9	0.954	14	1.146	37	1.568	1.1	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	125	dom	M	Captive	1.204	0.658051033	0.945357716	8.5	0.929	7	0.845	14	1.146	19	1.279	1.143	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	126	dom	M	Captive	1.201	0.600350135	0.488560627	6	0.778	7	0.845	19	1.279	54	1.732	1.134	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	127	dom	M	Captive	1.201	0.719630449	0.902986995	8.5	0.929	13	1.114	9	0.954	35	1.544	1.117	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	128	dom	M	Captive	1.207	0.681477908	0.687854508	11	1.041	10	1	17	1.23	45	1.653	1.167	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Taeniopygia_guttata	Taeniopygia_guttata	Zebra finch	129	dom	M	Captive	1.201	0.780143483	0.788971968	11	1.041	7	0.845	25	1.398	41	1.613	1.13	-0.254	8	0.903	1	0.301	9	0.954	-1.0774098	2	0	0	0	Closed
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	302	wild	M	L-shaped field	1.182	0.610227271	1.038713576	11	1.041	27	1.431	23	1.362	34	1.531	1.322	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	303	wild	M	Campus field	1.179	0.888189861	0.726705532	11	1.041	21	1.322	31	1.491	63	1.799	1.292	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	305	wild	M	L-shaped field	1.158	0.808629321	1.29948364	6	0.778	22	1.342	24	1.38	66	1.82	1.31	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	307	wild	M	Campus field	1.173	0.701544993	0.160241793	4.5	0.653	28	1.447	20	1.301	24	1.38	1.58	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Bombycilla_cedrorum	Bombycilla_cedrorum	Cedar waxwing	309	wild	M	Campus field	1.167	1.479359965	-0.215044672	11	1.041	21	1.322	25	1.398	35	1.544	1.499	-0.087	6	0.778	0	0	6	0.778	-1.29878439	2	0	0	0	Closed
Catharus_fuscescens	Catharus_fuscescens	Veery	311	wild	M	L-shaped field	1.161	0.832333577	0.218696419	9.75	0.989	27	1.431	19	1.279	45	1.653	1.504	-0.211	6	0.778	2.83	0.583	8.83	0.946	-1.08747228	2	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	312	wild	M	L-shaped field	1.167	1.025092636	0.33388119	6	0.778	21	1.322	21	1.322	39	1.591	1.535	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	313	wild	M	L-shaped field	1.167	1.45588983	0.293596489	6.25	0.796	13	1.114	15	1.176	23	1.362	1.539	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	316	wild	M	Campus field	1.17	0.983371822	-0.034054937	5	0.699	10	1	14	1.146	17	1.23	1.535	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Bombycilla_cedrorum	Bombycilla_cedrorum	Cedar waxwing	320	wild	M	Campus field	1.167	0.999401197	0.457651279	10.75	1.031	13	1.114	16	1.204	19	1.279	1.499	-0.087	6	0.778	0	0	6	0.778	-1.29878439	2	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	322	wild	M	Campus field	1.173	0.983371822	0.230477677	3.5	0.544	30	1.477	16	1.204	29	1.462	1.576	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	324	wild	M	Campus field	1.155	1.60035285	0.691568516	5.25	0.72	7	0.845	14	1.146	36	1.556	1.312	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	325	wild	M	Campus field	1.167	1.225700543	-0.039744737	3.75	0.574	9	0.954	8	0.903	20	1.301	1.519	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	328	wild	M	Trail	1.19	0.749155277	0.54036973	1	0	8	0.903	23	1.362	47	1.672	1.352	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	329	wild	M	Trail	1.188	1.066056837	0.106801951	1	0	9	0.954	19	1.279	42	1.623	1.338	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	331	wild	M	Trail	1.188	0.833412189	0.743611474	5.25	0.72	12	1.079	31	1.491	99	1.996	1.322	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Zonotrichia_albicollis	Zonotrichia_albicollis	White-throated sparrow	335	wild	M	Trail	1.196	1.333023732	1.134117463	4	0.602	9	0.954	18	1.255	52	1.716	1.441	0.218	8	0.903	3	0.602	11	1.041	-0.96798032	2	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	336	wild	M	Cage wash	1.196	1.212372513	0.520281469	9	0.954	11	1.041	24	1.38	36	1.556	1.354	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	337	wild	M	Trail	1.193	1.509290863	0.215727966	11	1.041	12	1.079	42	1.623	86	1.934	1.338	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	339	wild	M	Cage wash	1.182	0.77338278	0.092366373	1.25	0.097	17	1.23	7	0.845	24	1.38	1.396	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	340	wild	M	Campus field	1.173	1.185073398	0.728674837	11	1.041	25	1.398	53	1.724	101	2.004	1.332	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	342	wild	M	L-shaped field	1.167	0.604264075	0.161099045	1.5	0.176	8	0.903	22	1.342	24	1.38	1.344	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Zonotrichia_albicollis	Zonotrichia_albicollis	White-throated sparrow	343	wild	M	L-shaped field	1.173	1.437917189	1.620261417	11	1.041	11	1.041	17	1.23	11	1.041	1.438	0.218	8	0.903	3	0.602	11	1.041	-0.96798032	2	0	0	0	Closed
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	346	wild	M	Campus field	1.158	1.132639965	0.151587717	11	1.041	51	1.708	9	0.954	46	1.663	1.326	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	348	wild	M	Campus field	1.17	1.230462245	0.330004033	3.5	0.544	32	1.505	15	1.176	25	1.398	1.539	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	353	wild	M	Trail	1.173	1.620750994	-0.070516493	2.5	0.398	44	1.643	23	1.362	25	1.398	1.531	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	354	wild	M	Trail	1.17	1.028318673	0.476366435	6	0.778	30	1.477	27	1.431	39	1.591	1.559	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	355	wild	M	L-shaped field	1.17	1.276938125	0.106536968	3.75	0.574	28	1.447	17	1.23	41	1.613	1.539	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	356	wild	M	Campus field	1.167	0.984548596	0.307590506	6.25	0.796	17	1.23	7	0.845	20	1.301	1.533	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	357	wild	M	Trail	1.173	1.835697487	-0.109607281	6	0.778	12	1.079	13	1.114	35	1.544	1.551	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	358	wild	M	Campus field	1.152	1.552519808	0.533739282	11	1.041	34	1.531	37	1.568	53	1.724	1.29	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	359	wild	M	Trail	1.179	2.020114794	0.307975251	8.5	0.929	17	1.23	13	1.114	20	1.301	1.675	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	360	wild	M	Trail	1.179	0.481069822	1.658249955	1.5	0.176	24	1.38	8	0.903	17	1.23	1.698	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	365	wild	M	Cage wash	1.176	1.700749563	0.433429788	6.5	0.813	11	1.041	10	1	36	1.556	1.682	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	366	wild	M	Cage wash	1.149	0.616531468	0.328871478	3.5	0.544	11	1.041	16	1.204	42	1.623	1.305	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	367	wild	M	Trail II	1.164	1.223190559	0.543426704	3.5	0.544	8	0.903	57	1.756	101	2.004	1.286	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	369	wild	M	Condo	1.176	1.540931841	-0.069684881	9.5	0.978	15	1.176	7	0.845	20	1.301	1.679	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	370	wild	M	Trail	1.152	1.079463622	0.674369609	7.25	0.86	11	1.041	19	1.279	101	2.004	1.31	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	372	wild	M	Condo	1.215	2.679838358	0.095235695	7	0.845	7	0.845	20	1.301	22	1.342	1.667	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Molothrus_ater	Molothrus_ater	Brown-headed cowbird	373	wild	M	Condo	1.217	1.50861515	-0.062567849	5	0.699	16	1.204	9	0.954	15	1.176	1.702	0.005	4	0.602	5.09	0.785	9.09	0.959	-1.07237856	2	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	374	wild	M	Trail II	1.164	1.353602622	0.97129383	2.75	0.439	8	0.903	10	1	29	1.462	1.283	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Dumetella_carolinensis	Dumetella_carolinensis	Gray catbird	376	wild	M	Condo	1.204	1.024609011	0.550589407	1.75	0.243	9	0.954	20	1.301	58	1.763	1.543	0.053	3	0.477	146	2.167	149	2.173	3.27456632	4	1	1	1	Mimic
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	377	wild	M	Campus field	1.19	1.284042356	1.25060594	11	1.041	46	1.663	20	1.301	46	1.663	1.326	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	379	wild	M	Cage wash	1.179	1.474137892	1.073667504	11	1.041	28	1.447	51	1.708	63	1.799	1.283	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Sayornis_phoebe	Sayornis_phoebe	Eastern phoebe	380	wild	M	Campus field	1.182	1.249597533	0.694882992	11	1.041	16	1.204	34	1.531	82	1.914	1.301	-0.191	6	0.778	2	0.477	8	0.903	-1.14155812	1	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	382	wild	M	Trail	1.193	1.357569167	0.85505008	5.5	0.74	14	1.146	41	1.613	101	2.004	1.332	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Sitta_carolinensis	Sitta_carolinensis	White-breasted nuthatch	385	wild	M	Trail	1.19	1.112492953	0.198223121	2	0.301	7	0.845	19	1.279	60	1.778	1.318	0.109	15	1.176	3	0.602	18	1.255	-0.69880895	2	0	0	0	Closed
Baeolophus_bicolor	Baeolophus_bicolor	Tufted titmouse	392	wild	M	Trail	1.207	0.580166367	0.403962069	4.25	0.628	14	1.146	11	1.041	37	1.568	1.344	0.252	52	1.716	11.55	1.099	63.55	1.803	1.19322194	3	1	0	0	Open
Zonotrichia_albicollis	Zonotrichia_albicollis	White-throated sparrow	394	wild	M	Trail	1.22	2.599743515	0.925455153	5	0.699	7	0.845	22	1.342	16	1.204	1.449	0.218	8	0.903	3	0.602	11	1.041	-0.96798032	2	0	0	0	Closed
Zonotrichia_albicollis	Zonotrichia_albicollis	White-throated sparrow	396	wild	M	Trail	1.215	1.914129471	0.932563265	11	1.041	7	0.845	7	0.845	42	1.623	1.398	0.218	8	0.903	3	0.602	11	1.041	-0.96798032	2	0	0	0	Closed
Zonotrichia_albicollis	Zonotrichia_albicollis	White-throated sparrow	400	wild	M	Trail	1.217	1.427300524	0.852172957	6.5	0.813	10	1	14	1.146	10	1	1.428	0.218	8	0.903	3	0.602	11	1.041	-0.96798032	2	0	0	0	Closed
